Year,Country,Production,Yield,Pesticides,Fertilizer (N),Fertilizer (K2O),Fertilizer (P2O5),Fertilizer (Total),Agricultural Value Added,Mean Temperature,Precipitation,Agricultural Employment,FPI,Population,Agricultural Machinery,Export Value,Export Avg Price,Import Value,Import Avg Price,Urbanization
2015,Romania,572723,62.23220688905791,0.47,601.4,38.1,193.0,60.6860332649806,4.425961,11.09,611.81,25.6,96.09,19906.079,,961497.0,0.739979651458107,58494673.0,1.021527589668122,1.168609109182937
2016,Romania,511817,56.86855555555555,0.44,638.8,52.0,261.4,59.9074807737124,4.409003,10.62,732.64,23.1,100.84,19797.82,,276647.0,0.7360021070666546,77836566.0,1.0194813351110952,1.1691793784709683
2017,Romania,554766,61.92967180174146,0.39,674.2,69.9,304.8,68.0639119747161,4.591353,10.66,649.58,22.8,115.92,19698.853,,414602.0,1.1922826955926589,93192179.0,1.218101256812169,1.170910037205724
2018,Romania,378686,41.49528818759588,0.3,664.8,67.4,310.0,83.2011282523601,4.925782,11.21,642.89,22.3,118.69,19606.783,,646831.0,1.1018554165147745,108910085.0,1.2485393499607784,1.173805799943514
2019,Romania,356253,37.98816378758797,0.33,623.5,62.7,325.5,83.5992638857908,4.591694,11.7,555.48,21.2,112.45,19524.211,,1689466.0,1.0154774011910688,106800579.0,1.31220769441984,1.1778751069886668
2020,Romania,402907,43.179401993355484,0.4,733.8,64.2,296.0,82.8326416152552,4.038954,11.3,628.35,20.5,87.27,19442.038,,1595575.0,0.9162583273372102,112710242.0,1.2421806160021174,1.1831289887835792
2021,Romania,408195,,,,,,,4.111034,10.35,693.02,18.6,106.43,19328.56,,1247908.0,1.0526409909051186,134564050.0,1.453784772497147,1.1895821018519854
1992,Russian Federation,1853862,13.865004337810753,0.28,2622.0,1348.0,1540.0,41.7398945518453,5.543526,-4.71,451.77,11.9,103.29,148725.601,97.7758923701594,,,,,2.757261012459038
1993,Russian Federation,1830688,13.943318481282608,0.3,2051.0,900.0,900.0,29.7287282496256,5.8289,-4.4,451.72,11.9,97.59,148897.27,95.9826460189288,,,,,2.756645642840074
1994,Russian Federation,1806414,13.852443176589675,0.34,900.0,350.0,260.0,11.7581099811559,5.888596,-4.69,472.72,12.1,85.87,148829.113,89.3538490289826,,,,,2.756029603652593
1995,Russian Federation,2315392,17.893292117465226,0.36,1000.0,400.0,350.0,13.7254901960784,5.544896,-3.01,472.15,12.3,79.85,148557.451,82.5180392156863,,,,,2.755413729969989
1996,Russian Federation,1804792,14.102912333070257,0.38,984.0,220.0,376.0,12.5372944835904,5.45536,-4.59,447.35,12.4,77.08,148233.411,76.6622230686218,,,,,2.754797122583536
1997,Russian Federation,1863489,14.402777777777779,0.37,950.0,280.0,320.0,12.160105439882,5.47291,-4.07,475.5,12.2,78.92,147939.972,69.5471733638774,,,,,2.7541823378471078
1998,Russian Federation,1909210,14.920482342000172,0.47,831.0,153.0,280.0,10.0212475818983,4.724864,-4.93,473.84,11.7,64.99,147672.728,67.9215425110202,,,,,2.753566819326301
1999,Russian Federation,1809539,14.268561741050307,0.5,958.6,182.0,220.0,10.8901780356071,5.166592,-4.55,451.21,15.0,65.17,147336.388,62.9552310462092,,,,,2.752951463282022
2000,Russian Federation,1748386,13.849918408086314,0.49,960.0,180.0,280.0,11.4171772235355,5.260635,-4.36,477.14,14.5,69.17,146844.839,60.0607844083168,,,,,2.7523354038225465
2001,Russian Federation,1985772,15.79544695270367,0.48,1090.0,199.4,312.8,12.9396092362345,5.559378,-4.27,478.26,12.0,73.8,146235.53,56.353948005813,,,,,2.751721171071209
2002,Russian Federation,1969408,15.717541899441342,0.49,907.0,200.0,316.0,11.4929008220953,5.461664,-3.83,472.63,11.3,75.71,145590.136,52.3519215972138,,,,,2.7511062084365303
2003,Russian Federation,1974484,15.875503525684834,0.53,837.9,225.5,315.0,11.0035166736021,5.013259,-3.63,454.68,10.8,73.09,144946.723,47.8156642923,,,,,2.755550413133496
2004,Russian Federation,1925268,15.531866146051826,0.53,896.5,240.9,379.1,11.4197763332405,4.731693,-4.28,493.85,10.0,75.48,144353.636,43.5522243872087,,,,,2.761925056826652
2005,Russian Federation,2148766,17.38751102515759,0.55,917.9,229.4,380.5,11.7926441727363,4.426303,-3.38,459.67,10.1,75.95,143800.049,39.4423596455933,,,,,2.768296851296567
2006,Russian Federation,2232742,18.09778635173582,0.56,967.0,268.0,422.2,12.4807113363055,4.207079,-4.54,483.07,9.9,77.05,143338.669,36.1590471646898,,,,,2.7746922755105525
2007,Russian Federation,2075174,16.82100706828351,0.57,1166.1,291.0,464.6,14.2531297810387,3.922529,-2.82,491.46,9.0,78.77,143117.693,33.3674140852485,18751.0,0.3835893869034225,534742408.0,0.9713262420503652,2.781102362329513
2008,Russian Federation,2246313,18.19731533837754,0.53,1423.4,333.0,507.0,15.8827446177116,3.942843,-3.23,494.78,8.5,87.88,143086.549,29.951417603104,63022.0,0.588105747426769,628923467.0,0.9332671861676972,2.787536207515514
2009,Russian Federation,2514752,20.37193175742454,0.56,1494.2,348.0,535.0,15.6350648176311,4.347863,-4.45,473.68,8.3,86.66,143163.643,27.125582618846,68582.0,0.298526563214138,648885056.0,0.9344726535386638,2.79396717052886
2010,Russian Federation,2374843,19.238533076262538,0.67,1483.3,351.0,530.4,15.7245024620013,3.662098,-4.35,477.47,7.7,73.9,143242.599,,31458.0,0.6592895315938384,767563061.0,1.0998924245989463,2.8004217650630285
2011,Russian Federation,2775461,22.48392767453541,0.56,1577.0,354.4,548.8,16.1872271864134,3.728365,-3.25,466.95,7.7,91.44,143364.543,,17076.0,2.6034456472023173,814071843.0,1.1151566716919767,2.806891339103583
2012,Russian Federation,3040128,24.6279872328705,0.62,1576.0,350.0,564.0,15.4335835066462,3.539045,-3.88,483.75,7.3,84.81,143629.362,,99960.0,2.0654599553682123,886815886.0,1.1092357610332602,2.8154330137972474
2013,Russian Federation,3063761,24.81943746860874,0.59,1458.9,265.1,463.6,15.2982761880492,3.61513,-3.48,504.99,7.0,92.6,143956.866,,448214.0,1.4638953030743451,1104454786.0,1.2903213854487463,2.8260465058529114
2014,Russian Federation,3266496,26.461787722169117,0.57,1471.6,300.8,544.0,15.9005006206381,3.690404,-3.55,472.92,6.7,97.58,144285.07,,421571.0,2.4286422057459545,1044719377.0,1.2331705043744854,2.83876287706218
2015,Russian Federation,3291223,26.66210041963027,0.58,1806.8,295.1,554.3,16.6626112832822,3.873104,-2.86,485.84,6.7,100.04,144668.389,,3460766.0,0.2944528345873169,676379915.0,1.016384371174062,2.853608310539844
2016,Russian Federation,2706374,21.924255925859917,0.78,2149.4,319.3,693.0,18.6871819743689,3.934532,-3.2,481.06,6.7,102.38,145109.157,,2309394.0,0.2570707153350193,491884425.0,1.06180095926123,2.870613735451576
2017,Russian Federation,3092465,25.051967725733544,0.83,1907.1,433.8,792.2,20.328288765218,3.921683,-2.88,502.86,5.9,107.41,145452.536,,4376484.0,0.3466539003993524,560547404.0,1.0812971516365717,2.8898143043404128
2018,Russian Federation,3359735,27.217114110270412,0.8,2203.4,534.2,809.0,20.8141127341778,3.879737,-3.39,477.4,5.9,104.68,145652.293,,4909422.0,0.3186749816659174,630575202.0,1.091461150651651,2.911249729473498
2019,Russian Federation,3493358,28.299590090892888,0.79,2532.2,580.9,967.2,22.5914475252571,3.925488,-2.83,489.67,5.8,109.98,145742.286,,5623707.0,0.3206423101133026,639038253.0,1.144603715084953,2.9349644570661324
2020,Russian Federation,3447705,27.929756484826882,0.91,3094.6,774.1,1129.0,25.3278119836579,4.041024,-1.72,486.71,6.0,111.93,145617.329,,6784154.0,0.346820478875411,525127618.0,1.1243058028367738,2.961007502553748
2021,Russian Federation,3545378,,,,,,,3.808518,-3.64,488.58,5.8,111.47,145102.755,,8541858.0,0.4495706928509019,482329390.0,1.1295684733141118,2.9894328508041728
2006,Serbia,99497,35.70167569701101,,111.0,35.0,30.0,144.447089417113,7.284689,10.98,753.16,20.5,98.08,7794.792,26.170204569095,,,,,1.1788974503926308
2007,Serbia,79928,28.477571525278798,,143.4,35.0,39.0,186.867960868236,6.307263,12.06,804.29,20.8,90.88,7758.174,23.9949556710486,1112292.0,0.2752661114614278,13822515.0,0.7355068981931852,1.1895016633591229
2008,Serbia,92808,32.55393033778807,,94.9,35.0,18.5,135.629708701372,6.481195,11.98,719.55,25.0,100.86,7722.794,21.9657959030257,2292228.0,0.4272832354426387,21763443.0,0.8415090572224178,1.2002159702922368
2009,Serbia,99566,35.52122725651088,,128.0,20.0,26.0,169.717645483414,6.717286,11.89,822.47,23.9,103.41,7688.034,,489662.0,0.1906597877932444,18070964.0,0.7895353825584204,1.2109969876946716
2010,Serbia,99597,35.015117423709746,,99.0,21.0,28.0,127.865090607693,6.64278,11.14,1015.0,22.3,100.37,7653.748,,2463592.0,0.4213220141296224,16235390.0,0.7535254490086934,1.221889871505273
2011,Serbia,104469,36.93964145539408,,110.0,22.0,28.0,144.34964955484,6.570042,11.32,525.97,21.2,101.26,7620.918,,2201697.0,0.4493813114922737,18092120.0,0.7368537920227268,1.2328805792246864
2012,Serbia,81851,29.770495380810356,,170.9,23.0,31.0,206.943811716951,5.491585,11.91,677.1,21.0,82.81,7591.35,,2426265.0,0.41481266568896,15362101.0,0.7792281421146151,1.2399196558364929
2013,Serbia,91762,33.03167746580274,,224.5,26.6,71.1,185.482785777709,6.458379,11.87,781.52,21.3,99.45,7566.676,,4071445.0,0.5373611259408566,16419435.0,0.7398186724042285,1.245631131753189
2014,Serbia,67075,24.013676070456825,,145.0,47.0,55.2,121.351437233757,6.690826,12.33,973.92,19.9,98.01,7543.96,,2469596.0,0.576779181918588,18340462.0,0.7381668277793917,1.251376843287436
2015,Serbia,77307,27.698674310283053,,164.3,30.3,58.5,107.413315322269,6.713851,12.17,724.33,19.4,94.38,7519.496,,3432240.0,0.4079802100642108,15733774.0,0.6422366156297428,1.257148707758853
2016,Serbia,84371,30.11099214846538,,197.0,47.5,59.8,139.675831408776,6.981013,11.72,905.22,18.6,107.62,7493.288,,5311819.0,0.4605516525151165,16159829.0,0.5641060808521275,1.262955232649878
2017,Serbia,89791,32.033892258294685,,240.3,44.8,47.5,120.902870905588,6.058377,11.86,699.58,17.2,90.74,7464.88,,5243595.0,0.4919828006642093,17820101.0,0.6342664079643192,1.2697189940869806
2018,Serbia,69340,24.87087517934003,,135.9,43.6,35.5,72.9103213317847,6.674084,12.61,737.47,15.9,107.77,7433.818,,6356245.0,0.5549305019116252,22315264.0,0.6999651009653601,1.2774779387874455
2019,Serbia,58702,21.077917414721725,,190.8,45.2,123.4,118.912357502908,6.291387,12.78,774.2,15.6,107.88,7401.056,,5226044.0,0.5978983352572852,24031881.0,0.7540631266796242,1.286239979350715
2020,Serbia,54305,19.31874777659196,,283.8,38.1,149.0,160.313997695853,6.489954,12.21,728.52,14.6,110.95,7358.005,,2890079.0,0.5401219259212191,28188160.0,0.8475230806513395,1.2960245325947175
2021,Serbia,71043,,,,,,,5.718008,11.67,781.27,13.9,104.22,7296.769,,4331488.0,0.6287685755068013,33680303.0,0.936237074665736,1.30685178166537
1993,Slovakia,64596,40.09683426443203,1.25,0.0,0.0,0.0,61.6869398207426,1.55527,8.08,623.24,10.7,138.02,5321.859,197.509603072983,,,,,1.3072681864311997
1994,Slovakia,58631,36.39416511483551,1.36,68.7,13.8,16.6,63.4567584881486,1.583428,9.31,740.3,10.2,135.06,5338.811,210.185778347213,,,,,1.304041409105673
1995,Slovakia,52445,32.65566625155666,2.13,72.0,18.7,16.8,69.0616570327553,1.457631,8.19,785.85,9.2,128.06,5349.997,178.20166987797,,,,,1.3008218887261451
1996,Slovakia,55937,34.91697877652934,1.29,77.6,20.2,20.9,76.4610431423052,1.449119,6.99,797.44,8.9,135.12,5358.289,171.603348358017,,,,,1.2976056172162078
1997,Slovakia,65639,41.05003126954347,1.08,72.5,17.1,17.8,69.2903225806452,1.431194,7.79,719.51,9.2,134.3,5365.829,165.974193548387,,,,,1.2944066431858148
1998,Slovakia,56479,35.41003134796238,1.26,82.8,17.1,20.5,77.8371040723982,1.369827,8.35,807.56,8.1,127.65,5371.081,162.036199095023,,,,,1.2912118432451714
1999,Slovakia,55200,34.78260869565217,1.04,65.4,10.6,13.1,57.8602988953866,1.0443,8.65,842.31,7.2,121.51,5374.62,155.380116959064,,,,,1.2880243549164454
2000,Slovakia,57265,36.35873015873016,0.64,82.1,16.8,19.2,77.3075916230366,1.183482,9.46,694.97,6.9,102.46,5376.69,153.658376963351,,,,,1.2848396929573065
2001,Slovakia,51666,35.12304554724677,0.63,85.0,17.4,20.5,81.369625520111,1.518699,8.35,805.91,6.3,110.64,5376.456,160.208044382802,,,,,1.2812017357391254
2002,Slovakia,30383,21.12865090403338,0.65,81.0,16.5,18.7,83.1063829787234,1.536713,9.12,794.47,6.6,113.69,5375.206,156.354609929078,,,,,1.2734188086362193
2003,Slovakia,42469,29.471894517696043,0.65,93.0,16.0,20.0,78.9483368719037,1.524873,8.51,587.53,6.0,104.25,5374.376,160.049539985846,,,,,1.2656838985354983
2004,Slovakia,48225,33.9612676056338,0.61,90.0,16.5,21.0,83.6669059583632,1.463043,8.26,795.9,5.1,116.25,5374.931,158.312993539124,,,,,1.2579854511543105
2005,Slovakia,47877,33.78757939308398,0.61,90.0,16.1,21.0,80.5039539899353,1.456021,7.95,830.39,4.8,113.15,5376.242,156.987778576564,,,,,1.25035366515475
2006,Slovakia,49389,35.2024233784747,0.68,100.0,19.7,24.0,91.7815674891147,1.64392,8.42,704.88,4.4,105.1,5377.235,165.079825834543,,,,,1.2427591232263917
2007,Slovakia,43271,30.86376604850214,0.71,105.0,21.0,30.0,89.9506172839506,1.874078,9.44,784.66,4.2,100.52,5378.382,153.827160493827,13979917.0,1.596685111268369,35147065.0,1.2053205405280094,1.235209504076796
2008,Slovakia,44394,31.597153024911034,0.59,94.0,12.0,18.0,75.0839363241679,2.130247,9.45,754.94,4.0,114.32,5381.636,154.645441389291,17152157.0,1.0668146916553116,46786540.0,1.1041121413458677,1.2276956289952283
2009,Slovakia,40705,28.950924608819346,0.73,83.0,13.0,11.0,78.3096960926194,2.181206,9.12,839.54,3.6,101.21,5388.926,,12968704.0,1.1591929387458604,45729935.0,1.2646431112886414,1.220248519620273
2010,Slovakia,28602,20.179201354592916,0.97,96.0,14.0,14.0,85.0639367816092,1.564213,8.1,1108.74,3.2,87.23,5396.424,,8518762.0,2.281279223095471,46954131.0,1.6435594257926098,1.20677283971387
2011,Slovakia,24758,17.540205455189515,0.64,113.0,14.0,16.0,95.9373202990224,1.79484,8.84,606.58,3.1,99.01,5402.68,,3856407.0,1.5468823141740995,41675709.0,1.426053741687497,1.1939280411805044
2012,Slovakia,11177,7.912920353982301,0.82,112.0,14.0,18.0,106.919485743015,1.745745,9.01,661.49,3.2,85.43,5409.283,,6047772.0,1.283469130533604,42385022.0,1.4826308409232205,1.187209291057793
2013,Slovakia,7634,5.522280092592593,0.78,118.0,17.3,12.0,109.330199764982,2.127349,8.94,780.59,3.3,93.54,5414.739,,6429727.0,1.2613933868398717,42482584.0,1.491505553431288,1.1805474107976512
2014,Slovakia,16836,12.217706821480407,0.74,121.0,15.3,14.5,116.478811065333,2.754291,10.07,849.39,3.5,104.73,5419.569,,7523097.0,1.9055338034754583,44728021.0,1.5804507087979596,1.1739129216956297
2015,Slovakia,15302,11.185672514619883,0.78,133.3,19.2,18.0,112.991111111111,2.19588,9.82,675.05,3.2,89.58,5424.444,,6216552.0,1.563759027416178,37927377.0,1.213514870392736,1.1686591062409395
2016,Slovakia,14845,10.875457875457876,0.64,140.9,19.5,27.5,125.762435040831,2.342322,9.2,901.74,2.9,105.69,5431.203,,8070873.0,1.542190395772677,38752565.0,1.2533306877678008,1.1647678653794156
2017,Slovakia,17232,12.661278471711977,0.84,125.9,19.8,24.7,121.686865227103,2.138542,9.08,797.31,2.7,91.88,5439.417,,9550856.0,1.8904010081762908,41151959.0,1.5484645193490152,1.1622271050872646
2018,Slovakia,17488,12.811721611721612,0.82,155.4,20.8,27.2,129.301557863501,2.335014,10.05,706.6,2.3,97.9,5446.745,,8601739.0,1.858942363258128,37475648.0,1.6364032848890648,1.161027779859572
2019,Slovakia,17927,13.114118507681054,0.85,138.4,19.2,20.2,129.178791697554,1.862509,10.14,769.31,2.8,97.94,5453.924,,12578101.0,1.9986990604378352,45993722.0,1.6685333936699318,1.1611664696859103
2020,Slovakia,11156,8.178885630498534,0.8,149.8,22.9,24.0,129.811374442793,2.029913,9.63,844.38,2.6,101.26,5456.681,,10826170.0,2.2236150121438363,45701991.0,1.5973481331501185,1.162642935805439
2021,Slovakia,18233,,,,,,,1.865657,8.78,734.42,2.5,97.38,5447.622,,12769754.0,2.0406488461482533,52355674.0,2.068830656881928,1.165462844521424
1992,Slovenia,9680,41.016949152542374,1.5,0.0,0.0,0.0,316.775,3.106226,9.76,1388.34,10.9,90.16,1991.34,4000.0,,,,,1.0219606498868294
1993,Slovenia,9995,42.53191489361702,1.1,7.8,0.0,0.0,272.635,2.890163,9.2,1304.13,10.7,105.2,1991.685,4250.0,,,,,1.0230375978774349
1994,Slovenia,6588,28.643478260869564,0.85,30.4,22.2,18.9,432.984693877551,2.860278,10.46,1348.46,11.6,115.23,1991.449,4438.77551020408,,,,,1.024116683486913
1995,Slovenia,10180,44.45414847161572,0.92,36.3,21.7,17.9,376.020408163265,2.789606,9.17,1501.47,10.4,111.63,1991.106,4555.25510204082,,,,,1.0251976158975418
1996,Slovenia,9974,44.526785714285715,0.92,25.6,21.6,17.5,331.413612565445,2.873937,8.45,1554.49,10.2,106.94,1990.667,4674.50261780105,,,,,1.0262806694403808
1997,Slovenia,10667,52.03414634146341,1.2,33.3,22.3,17.5,427.624277456647,2.898048,9.44,1245.37,12.1,107.45,1989.828,6054.9710982659,,,,,1.0273628796547287
1998,Slovenia,8997,44.320197044334975,1.02,55.7,23.0,18.8,445.290697674419,2.757634,9.56,1457.5,12.1,111.17,1988.279,6220.93023255814,,,,,1.028447586240674
1999,Slovenia,10640,52.67326732673267,1.11,60.9,24.5,19.7,459.614035087719,2.481469,9.59,1449.95,10.8,106.36,1986.261,6491.22807017544,,,,,1.0295317002367068
2000,Slovenia,5643,27.66176470588235,1.46,63.7,22.3,18.3,436.71676300578,2.445999,10.4,1387.37,9.6,104.42,1984.339,6600.46242774566,,,,,1.0306201538513384
2001,Slovenia,5187,25.551724137931036,1.31,58.7,20.9,16.6,418.884393063584,2.378606,9.58,1223.98,9.9,109.48,1982.487,6252.36994219653,,,,,1.031705597449574
2002,Slovenia,7216,36.44444444444444,0.99,62.9,20.6,15.8,403.47619047619,2.635631,10.19,1423.15,9.7,122.2,1983.767,6438.45238095238,,,,,1.0348706780091208
2003,Slovenia,6911,34.21287128712871,1.26,58.6,20.7,16.0,400.28901734104,1.891678,9.86,1046.42,8.4,111.56,1989.411,6167.63005780347,,,,,1.044247587509006
2004,Slovenia,8958,43.697560975609754,1.35,62.5,21.5,17.0,358.698863636364,2.305774,9.15,1516.46,9.8,119.31,1996.722,5980.11363636364,,,,,1.0537214245273387
2005,Slovenia,10934,53.59803921568628,1.28,63.6,21.0,15.0,329.551136363636,2.09976,8.78,1396.25,9.1,111.8,2004.778,5895.22727272727,,,,,1.063256364859711
2006,Slovenia,7604,36.9126213592233,1.22,53.0,21.0,15.0,322.005617977528,1.967783,9.67,1195.38,9.6,108.54,2013.57,,,,,,1.072890815328992
2007,Slovenia,7257,36.1044776119403,1.11,41.9,15.0,12.0,324.525714285714,1.980232,10.3,1293.64,9.9,108.12,2023.229,,1749154.0,0.963818921587643,21041615.0,1.3163240493526078,1.0826130262413467
2008,Slovenia,7759,33.23196847695734,1.17,21.5,11.0,9.0,279.842974756011,1.927258,10.15,1431.38,8.6,107.74,2034.033,,3141691.0,1.0182736845653486,24726054.0,1.3354385825435453,1.092435437511821
2009,Slovenia,7165,30.46991282160323,1.15,27.5,13.0,11.0,233.834464043419,1.900902,10.05,1504.02,9.1,104.8,2045.578,,819665.0,0.9929459907351772,19600537.0,1.2487464776439092,1.1023198165630357
2010,Slovenia,6212,26.28750370276332,1.13,19.6,12.0,8.0,266.569153258573,1.919461,9.12,1586.25,8.8,103.76,2057.287,,1283984.0,1.0561389251267137,21626190.0,1.348649279683182,1.1123077002525266
2011,Slovenia,9091,38.37646164886657,1.13,20.6,12.0,8.0,256.506644968809,2.002696,10.3,1048.25,8.6,102.96,2065.453,,1010497.0,1.0061945122655525,17990738.0,1.201750462444534,1.1223859524368147
2012,Slovenia,12062,51.18173717486316,1.11,24.4,9.0,10.0,250.381056069679,1.907824,10.23,1372.4,8.4,94.57,2069.354,,1408632.0,0.9848493534931784,17170454.0,1.2995133273412494,1.132571135213574
2013,Slovenia,11368,47.91166181986766,1.04,25.5,9.6,11.8,254.125216262976,1.908621,9.88,1591.09,8.5,91.08,2072.374,,2163664.0,1.1130245119473237,17016726.0,1.2405791163510915,1.1428190656353518
2014,Slovenia,10898,45.96178988655054,1.07,28.3,9.3,10.3,263.078678548142,1.89433,10.72,1780.04,9.6,97.67,2074.917,,2560958.0,0.8271480848672375,17664477.0,1.2744458431417705,1.1531737515648328
2015,Slovenia,14356,60.48706497008511,1.07,27.2,10.1,8.1,267.466348241424,2.096596,10.57,1434.19,7.1,101.74,2080.862,,2420339.0,0.8460721011145264,15516225.0,1.1409963012283622,1.1636219917367263
2016,Slovenia,14271,60.03533717555004,1.19,26.2,9.6,7.2,258.406599370455,2.003616,10.14,1698.73,5.0,100.59,2090.02,,3416411.0,0.8564294547211135,14874263.0,1.1044020938570742,1.1748698968804558
2017,Slovenia,13848,58.17754064613704,1.15,24.9,7.4,7.6,256.954130434783,1.815393,10.12,1545.1,5.6,97.55,2098.392,,3066819.0,1.173683221539181,17325476.0,1.2957631914043564,1.1869070049121864
2018,Slovenia,13838,58.69777306468717,1.19,22.2,8.0,8.8,261.755968753438,2.102458,10.98,1415.59,5.5,102.6,2105.924,,3186825.0,1.2517252918954291,15928118.0,1.3842726482422223,1.199768107241417
2019,Slovenia,14861,63.3839460888851,1.0,22.1,10.0,8.1,255.443359267229,1.936851,10.88,1618.71,4.3,99.91,2112.901,,3394312.0,1.2502834427445657,17693993.0,1.3244190132872349,1.2134779853618498
2020,Slovenia,16890,72.19491344304339,0.94,23.8,9.7,8.2,255.819477434679,2.110047,10.55,1588.68,4.1,105.0,2117.641,,2786533.0,1.2021333137761596,17889685.0,1.3336720626790686,1.2280549872013289
2021,Slovenia,14465,,,,,,,1.757373,9.9,1300.8,4.1,97.41,2119.41,,1702357.0,1.202844533504419,17219995.0,1.597845913790899,1.2435254267975286
1961,Spain,547341,26.403328509406656,,327.2,94.7,307.9,44.9252739135787,,13.82,685.32,,36.61,30711.863,43.750461652099,,,,,1.3421021652017495
1962,Spain,576366,27.66733870967742,,346.0,96.0,311.0,46.1577074128621,,13.01,716.12,,36.15,31052.63,56.9188757977418,,,,,1.3985461297456026
1963,Spain,585814,28.1141239141911,,333.0,100.0,314.0,46.0580067880284,,12.64,857.94,,42.76,31388.554,70.6016661524221,,,,,1.457364000275324
1964,Spain,638755,31.07843137254902,,364.0,91.0,312.0,48.1914064953829,,13.27,552.16,,39.31,31747.643,81.7463408505559,,,,,1.5187417367793803
1965,Spain,604179,29.337622608526754,,474.0,92.0,306.0,49.0015658273832,,12.87,671.76,,39.47,32112.015,92.6243266942252,,,,,1.5825248652108126
1966,Spain,588585,29.20147846794999,,455.2,94.0,315.0,56.8895480043846,,13.22,677.98,,43.39,32462.268,109.089560900123,,,,,1.6490801857975996
1967,Spain,568933,27.777219021579924,,525.5,157.0,357.0,59.1867852604828,,12.99,559.67,,41.02,32814.224,114.813850063532,,,,,1.718434448616444
1968,Spain,593990,29.175794488923817,,583.0,194.0,431.0,68.0282946724446,,13.19,629.98,,43.94,33157.581,130.230053530461,,,,,1.7908074725297958
1969,Spain,634870,30.483026840159408,,617.5,220.0,422.0,69.1456286531526,,12.57,866.66,,43.52,33480.512,148.951622932471,,,,,1.8660164238658137
1970,Spain,821466,40.034407134850625,,620.5,220.5,403.1,77.5015933715742,3.243762,13.06,557.26,,46.53,33792.617,165.59528362014,,,,,1.9444944769513728
1971,Spain,842088,39.75113293051359,,693.3,244.5,441.9,85.3785421384418,3.427927,12.53,753.19,,47.34,34133.622,172.820246037089,,,,,2.016397024254475
1972,Spain,887510,41.92696523053666,,754.4,279.8,471.7,87.1011173870334,3.175949,12.21,815.77,,51.29,34515.17,187.984405697446,,,,,2.0808014004850506
1973,Spain,921486,43.924209924209926,,728.5,275.9,540.3,94.7608695652174,3.055381,12.85,523.58,,56.65,34898.147,205.842157717703,,,,,2.1470771933187622
1974,Spain,1089731,52.17768733540819,,715.3,269.9,503.8,93.7906143987938,3.102778,12.75,583.7,,57.52,35329.897,223.366000753864,,,,,2.215559658265031
1975,Spain,1130157,54.24840397446359,,761.2,256.1,422.2,88.6062195815688,3.080508,12.77,629.43,,57.76,35760.431,239.599266797295,,,,,2.286226479709203
1976,Spain,943879,45.688513480807394,,831.9,308.4,543.4,108.289582934151,3.112569,12.8,709.81,,56.6,36139.064,256.069489685125,,,,,2.3592491586661564
1977,Spain,1071289,51.994224422442244,,783.3,244.8,372.0,90.2890595009597,2.897063,12.86,774.76,,54.13,36513.082,269.605246321177,,,,,2.434393683115858
1978,Spain,1009742,49.06900573427933,,862.4,286.2,464.3,103.55179028133,3.045596,13.01,662.88,,61.75,36865.443,291.352301790281,,,,,2.512040547000561
1979,Spain,1001157,48.77031371784879,,906.9,292.7,485.9,108.162601104121,2.920091,13.12,761.51,,64.47,37188.965,315.57003466427,,,,,2.592163692981745
1980,Spain,975357,47.58071125420752,,900.3,284.6,475.1,106.831405064918,3.111001,12.87,563.21,,67.2,37491.666,336.744440159404,,,,,2.6749582570042327
1981,Spain,980626,47.86343225302616,,827.1,232.1,350.9,88.4693943092042,2.78989,13.51,547.63,,61.25,37758.649,352.032885862933,,,,,2.742381503044725
1982,Spain,1025140,50.03856103870747,,800.9,261.3,422.5,95.3976228718278,2.755935,13.5,602.59,,68.47,37982.149,366.960488274976,,,,,2.775673343347994
1983,Spain,1066793,52.01838307002146,,810.0,250.8,399.0,93.4123909697281,2.860526,13.51,538.16,,62.22,38169.76,379.688301693176,,,,,2.8093693285228176
1984,Spain,1140449,55.59911271450858,,907.9,280.8,424.7,104.711328349626,2.992145,12.74,664.34,,72.09,38329.925,390.667050028752,,,,,2.843521245850181
1985,Spain,1103311,54.041487068965516,,969.5,308.7,482.2,111.420200462606,2.949333,13.39,564.41,,69.64,38471.92,406.842713955281,,,,,2.877992844125212
1986,Spain,1090140,53.385896180215475,,1063.5,314.1,493.4,119.157854159974,2.756541,13.23,563.58,,68.54,38590.808,422.631545133312,,,,,2.912930776370475
1987,Spain,1111488,54.51142717018146,,1147.8,365.6,537.4,129.666003593429,2.997414,13.67,720.33,,76.74,38694.533,435.49794661191,,,,,2.948292979391695
1988,Spain,1172536,57.567556952081695,,1121.2,372.6,530.3,134.416062142903,3.10191,13.46,617.03,,69.86,38781.722,450.618219169288,,,,,2.9841338426789705
1989,Spain,1346232,66.2385357213147,,1102.8,376.2,549.1,132.29525528623,2.819419,14.27,749.25,,74.29,38847.318,465.872227952553,,,,,3.0203101733628035
1990,Spain,1435487,71.16235375768392,1.03,1063.5,378.6,534.9,128.849103358331,2.862357,14.06,527.39,,77.78,38889.889,483.097489403326,,,,,3.056976079529984
1991,Spain,1210646,60.26412464532829,1.06,998.7,381.4,502.0,123.328221260978,2.895679,13.37,566.39,10.7,74.33,38997.063,495.309345916896,,,,,3.086231989113669
